,job_name,norm_job_submit_time,gpu_milli,ddl,A100,GTX2080Ti,V100
1,openb-pod-7884,0,320,inf,2536.0,3856,6342
2,openb-pod-2884,0,320,22908.0,14587.0,27230,38285
3,openb-pod-3253,0,650,inf,1772.0,3115,4483
4,openb-pod-2439,0,320,inf,1749.0,3056,4384
5,openb-pod-6778,0,650,inf,1005.0,1443,2563
6,openb-pod-3068,0,460,inf,1229.0,2387,3111
7,openb-pod-2718,0,470,inf,4192.0,7458,10097
8,openb-pod-1467,0,460,inf,1350.0,2530,3504
9,openb-pod-1869,0,650,inf,1138.0,2221,2739
10,openb-pod-2957,0,650,inf,1661.0,3088,4413
11,openb-pod-1808,0,320,inf,3855.0,5697,9518
12,openb-pod-1773,0,650,inf,1062.0,1945,2570
13,openb-pod-4291,0,650,inf,3197.0,4558,7877
14,openb-pod-7737,0,460,inf,1200.0,2377,3141
15,openb-pod-3868,0,320,inf,5523.0,8866,13546
16,openb-pod-7234,0,470,59849.0,23731.0,45278,61921
17,openb-pod-4479,0,320,inf,6069.0,10255,15316
18,openb-pod-5365,0,160,1489.0,1016.0,1814,2676
19,openb-pod-3864,0,230,4227.0,1417.0,2651,3637
20,openb-pod-5901,0,160,inf,2848.0,3988,6924
21,openb-pod-7941,0,320,inf,11136.0,21347,28959
22,openb-pod-7728,0,460,inf,1200.0,2264,3045
23,openb-pod-6369,0,470,inf,1086.0,1996,2871
24,openb-pod-7280,0,460,inf,2039.0,3845,5119
25,openb-pod-1315,0,470,inf,3580.0,5142,8883
26,openb-pod-4733,0,110,inf,22724.0,34533,54827
27,openb-pod-1544,0,160,inf,2175.0,3960,5491
28,openb-pod-6749,0,460,inf,2371.0,4279,5706
29,openb-pod-5036,0,460,inf,1528.0,2254,3749
30,openb-pod-5009,0,650,inf,2590.0,3676,6628
31,openb-pod-6520,0,460,4652.0,2399.0,4318,6119
32,openb-pod-7279,0,160,inf,3036.0,4337,7500
33,openb-pod-2354,0,220,inf,21304.0,41886,56257
34,openb-pod-5906,0,160,inf,1301.0,1949,3399
35,openb-pod-3301,0,810,inf,44558.0,74195,110703
36,openb-pod-2145,0,650,inf,1694.0,2680,4098
37,openb-pod-5889,0,470,inf,2479.0,3657,6020
38,openb-pod-4085,0,320,inf,1201.0,2181,2914
39,openb-pod-3297,0,460,inf,1736.0,2498,4609
40,openb-pod-7938,0,320,16490.0,6693.0,10359,16443
41,openb-pod-1254,0,650,inf,1365.0,2050,3317
42,openb-pod-3121,0,320,inf,1151.0,1797,2855
43,openb-pod-4625,0,470,inf,1710.0,2608,4438
44,openb-pod-4173,0,470,inf,1567.0,2782,3792
45,openb-pod-2105,0,460,inf,64498.0,91998,156317
46,openb-pod-7696,0,220,28408.0,14192.0,20404,35583
47,openb-pod-2175,0,650,inf,1377.0,2680,3488
48,openb-pod-7739,0,320,34092.0,12198.0,17462,30950
49,openb-pod-6297,0,470,inf,7748.0,13869,19287
50,openb-pod-2418,0,470,inf,2479.0,4810,6367
51,openb-pod-8116,0,320,inf,23843.0,38674,59194
52,openb-pod-6810,0,320,30825.0,12578.0,20648,30948
53,openb-pod-2950,0,320,inf,2818.0,4515,7433
54,openb-pod-3563,0,230,inf,3578.0,5481,9495
55,openb-pod-3367,0,470,inf,1020.0,1434,2616
56,openb-pod-3583,0,460,inf,1796.0,3178,4589
57,openb-pod-3215,0,220,inf,10704.0,18402,27023
58,openb-pod-7527,0,810,inf,62517.0,108661,151133
59,openb-pod-6559,0,460,4680.0,1619.0,2821,4246
60,openb-pod-2455,0,470,inf,8999.0,15512,21863
61,openb-pod-1094,0,230,5287.0,2524.0,4219,6202
62,openb-pod-1352,0,320,inf,31053.0,52299,79999
63,openb-pod-5275,0,460,inf,2580.0,5141,6212
64,openb-pod-1610,0,160,inf,1281.0,1970,3344
65,openb-pod-2244,0,320,inf,5366.0,8014,13967
66,openb-pod-5171,0,320,inf,16793.0,24050,43673
67,openb-pod-3909,0,110,inf,22724.0,39359,54638
68,openb-pod-6752,0,650,inf,1453.0,2495,3521
69,openb-pod-1337,0,460,inf,12475899.0,23360008,30161973
70,openb-pod-3784,0,320,inf,1749.0,3221,4314
71,openb-pod-4009,0,160,inf,2220.0,4388,5465
72,openb-pod-5461,0,320,inf,75073.0,114538,181994
73,openb-pod-1412,0,460,2761.0,1692.0,2796,4246
74,openb-pod-6987,0,650,2002.0,1539.0,3023,3887
75,openb-pod-6018,0,220,inf,7389.0,11720,19633
76,openb-pod-5953,0,470,inf,4021.0,8038,9654
77,openb-pod-2827,0,460,inf,24300.0,39252,61902
78,openb-pod-6851,0,320,inf,2818.0,4373,7385
79,openb-pod-5812,0,320,inf,3962.0,6777,10268
80,openb-pod-2521,0,460,inf,1350.0,2093,3391
81,openb-pod-2121,0,650,inf,1381.0,2439,3555
82,openb-pod-2160,0,470,inf,1967.0,3707,5133
83,openb-pod-6605,0,320,inf,23097.0,35070,60593
84,openb-pod-5463,0,650,inf,1130.0,1711,2901
85,openb-pod-4752,0,320,16531.0,5523.0,8156,13502
86,openb-pod-4648,0,650,inf,1676.0,2465,4179
87,openb-pod-6103,0,320,inf,26115.0,37177,63546
88,openb-pod-4858,0,230,inf,1991.0,2858,5152
89,openb-pod-1218,0,460,inf,1736.0,3140,4390
90,openb-pod-5821,0,330,inf,9663.0,13813,24849
91,openb-pod-4531,0,470,inf,3580.0,6680,8843
92,openb-pod-1332,0,470,inf,3636.0,5588,9093
93,openb-pod-7354,0,230,inf,1010.0,1545,2491
94,openb-pod-7352,0,470,inf,3184.0,4868,8088
95,openb-pod-4100,0,320,inf,20489.0,30675,52075
96,openb-pod-1726,0,320,inf,4589.0,7786,11121
97,openb-pod-2898,0,470,inf,2252.0,3482,5672
98,openb-pod-1249,0,320,inf,5490.0,8076,13237
99,openb-pod-7116,0,220,inf,10704.0,19019,27982
100,openb-pod-2173,0,110,6528.0,3100.0,4865,7499
101,openb-pod-6002,0,320,inf,15235.0,29296,38739
102,openb-pod-7119,0,650,3032.0,2506.0,4717,6565
103,openb-pod-5530,0,330,inf,18162.0,36146,48103
104,openb-pod-5045,0,220,inf,10704.0,18712,26583
105,openb-pod-3483,0,470,inf,13597.0,19209,34400
106,openb-pod-2170,0,220,inf,4278.0,6035,10368
107,openb-pod-8111,0,110,inf,2510.0,4817,6088
108,openb-pod-1465,0,320,inf,4837.0,9009,11894
109,openb-pod-1239,0,480,inf,6260.0,10071,15361
110,openb-pod-2141,0,470,inf,1728.0,3128,4448
111,openb-pod-5914,0,110,inf,3614.0,6166,8794
112,openb-pod-1827,0,320,inf,4505.0,7463,11253
113,openb-pod-1931,0,460,inf,1197.0,1773,3161
114,openb-pod-4926,0,320,inf,1001.0,1755,2658
115,openb-pod-2972,0,110,inf,22724.0,42745,55488
116,openb-pod-4584,0,160,76006.0,27916.0,55202,70482
117,openb-pod-5441,0,160,inf,6486.0,9483,15979
118,openb-pod-4970,0,230,24859.0,17654.0,30417,42477
119,openb-pod-1641,0,460,inf,1049.0,1897,2615
120,openb-pod-3108,0,650,4449.0,1648.0,2418,4230
121,openb-pod-5653,0,650,inf,3721.0,5813,9510
122,openb-pod-3473,0,230,inf,3663.0,5534,9186
123,openb-pod-2060,0,650,3789.0,1466.0,2118,3689
124,openb-pod-1857,0,220,inf,13778.0,21789,35644
125,openb-pod-1497,0,650,inf,1772.0,3190,4406
126,openb-pod-5919,0,220,inf,10228.0,15755,25213
127,openb-pod-4946,0,320,inf,3221.0,6100,8062
128,openb-pod-5385,0,470,2916.0,1094.0,2097,2659
129,openb-pod-5535,0,320,4897.0,1736.0,3306,4295
130,openb-pod-2074,0,460,inf,1736.0,2837,4495
131,openb-pod-1606,0,160,inf,2427.0,3808,6392
132,openb-pod-4872,0,650,inf,1772.0,3505,4470
133,openb-pod-1496,0,650,inf,13638.0,25295,33726
134,openb-pod-4783,0,650,inf,1676.0,3228,4284
135,openb-pod-5591,0,220,inf,11398.0,21431,27707
136,openb-pod-1413,0,460,3757.0,1858.0,3355,4744
137,openb-pod-5737,0,230,inf,1010.0,1427,2567
138,openb-pod-7003,0,470,inf,1567.0,2627,4059
139,openb-pod-5525,0,320,inf,4344.0,6932,10895
140,openb-pod-7768,0,160,inf,28306.0,47132,70528
141,openb-pod-4244,0,650,inf,1132.0,1946,2745
142,openb-pod-5104,0,470,inf,1710.0,2587,4238
143,openb-pod-1731,0,160,inf,1389.0,2422,3675
144,openb-pod-4150,0,320,inf,2324.0,3672,6113
145,openb-pod-1403,0,470,inf,1542.0,2643,3882
146,openb-pod-7508,0,320,inf,6547.0,10138,16368
147,openb-pod-4385,0,460,inf,1736.0,2854,4238
148,openb-pod-4730,0,650,inf,3126.0,5422,8232
149,openb-pod-5263,0,650,inf,2040.0,3003,5362
150,openb-pod-1186,0,650,inf,3575.0,5263,9020
151,openb-pod-7724,0,220,inf,1129.0,1939,2796
152,openb-pod-6918,0,320,inf,5490.0,9115,14496
153,openb-pod-4397,0,460,inf,1018.0,1885,2680
154,openb-pod-3071,0,470,inf,3238910.0,4798668,8490376
155,openb-pod-1708,0,370,inf,4972.0,9024,12260
156,openb-pod-2308,0,230,inf,1991.0,3198,5175
157,openb-pod-3242,0,320,inf,3962.0,7146,10103
158,openb-pod-5671,0,220,inf,3441.0,5028,8909
159,openb-pod-7446,0,220,inf,9928.0,15793,25841
160,openb-pod-2335,0,320,inf,1001.0,1871,2579
161,openb-pod-8061,0,470,inf,10504.0,20849,27445
162,openb-pod-6741,0,470,inf,1232.0,2433,3273
163,openb-pod-7513,0,320,inf,1569.0,3110,4032
164,openb-pod-6093,0,110,inf,55754.0,94553,138875
165,openb-pod-8127,0,320,inf,10811.0,20270,27060
166,openb-pod-6278,0,470,10890.0,4519.0,8794,11062
167,openb-pod-2566,0,470,7011.0,3770.0,7073,9975
168,openb-pod-7110,0,810,inf,133432.0,259135,351677
169,openb-pod-2577,0,470,inf,1567.0,2486,3778
170,openb-pod-5454,0,160,inf,2848.0,5286,7329
171,openb-pod-1275,0,230,83000.0,40513.0,78777,100638
172,openb-pod-5346,0,650,inf,1772.0,3535,4306
173,openb-pod-2779,0,320,inf,20410.0,40790,52483
174,openb-pod-8011,0,460,3649.0,1232.0,2269,3240
175,openb-pod-8008,0,110,inf,3614.0,6903,9084
176,openb-pod-6946,0,160,inf,2036.0,3005,5088
177,openb-pod-7189,0,320,inf,18457.0,33862,45242
178,openb-pod-2536,0,460,inf,1018.0,1434,2451
179,openb-pod-6831,0,320,inf,26115.0,46886,65385
180,openb-pod-3734,0,650,inf,1904.0,3568,4925
181,openb-pod-4769,0,320,inf,3671.0,6204,8827
182,openb-pod-4775,0,320,inf,48850.0,82600,125710
183,openb-pod-7551,0,320,inf,10586.0,20793,25644
184,openb-pod-4714,0,470,inf,3333.0,5448,8672
185,openb-pod-1526,0,110,inf,1063.0,1815,2710
186,openb-pod-3919,0,230,inf,1010.0,1453,2635
187,openb-pod-6874,0,460,inf,2931.0,4991,7591
188,openb-pod-4827,0,810,inf,59003.0,117298,156078
189,openb-pod-7839,0,160,inf,2427.0,4690,6448
190,openb-pod-7129,0,470,inf,3333.0,6548,8205
191,openb-pod-2706,0,220,inf,7389.0,12980,19084
192,openb-pod-7222,0,230,inf,1180.0,1684,3033
193,openb-pod-5705,0,650,inf,2490.0,3508,6152
194,openb-pod-1687,0,460,inf,1142.0,2208,2741
195,openb-pod-8080,0,220,inf,2026.0,3353,5336
196,openb-pod-7274,0,460,inf,193496.0,306456,473320
197,openb-pod-2026,0,470,5966.0,2452.0,3887,6365
198,openb-pod-3188,0,470,inf,2734.0,4430,6672
199,openb-pod-2331,0,320,inf,1509.0,2839,3775
200,openb-pod-4812,0,460,inf,1799.0,2627,4674
201,openb-pod-3134,0,810,153534.0,79992.0,113016,209954
202,openb-pod-5107,0,810,71950.0,35380.0,59451,86568
203,openb-pod-3845,0,320,inf,19302.0,34124,49339
204,openb-pod-1380,0,320,inf,4928.0,8482,12350
205,openb-pod-6795,0,460,inf,26697.0,38106,68276
206,openb-pod-6350,0,320,inf,9379.0,13669,24716
207,openb-pod-2594,0,470,inf,9688.0,19011,23985
208,openb-pod-3892,0,460,inf,1528.0,2143,3846
209,openb-pod-6342,0,320,inf,4379.0,7851,10792
210,openb-pod-1479,0,470,inf,7026.0,11302,18328
211,openb-pod-6266,0,470,inf,5058.0,8422,12655
212,openb-pod-3626,0,650,inf,1859.0,3026,4775
213,openb-pod-3274,0,220,inf,18296.0,30976,47547
214,openb-pod-5024,0,320,inf,65758.0,108891,167641
215,openb-pod-6693,0,460,inf,11939.0,23191,30440
216,openb-pod-3049,0,220,inf,9625.0,17420,24914
217,openb-pod-6537,0,220,inf,11677.0,16807,30848
218,openb-pod-3937,0,480,inf,7685.0,10791,19938
219,openb-pod-2832,0,470,inf,7721.0,11922,20525
220,openb-pod-7873,0,470,inf,4572.0,8603,11141
221,openb-pod-5453,0,470,inf,6630.0,9909,17055
222,openb-pod-2711,0,460,8835.0,5849.0,9947,15555
223,openb-pod-8095,0,470,inf,6372.0,12654,16128
224,openb-pod-5615,0,110,inf,3100.0,4546,7649
225,openb-pod-1793,0,320,inf,1775.0,3332,4680
226,openb-pod-3777,0,160,inf,2026.0,3933,5182
227,openb-pod-7031,0,320,inf,1051.0,1882,2617
228,openb-pod-4050,0,460,inf,2219.0,3237,5414
229,openb-pod-6243,0,480,inf,7685.0,11399,19531
230,openb-pod-2507,0,460,inf,1528.0,2949,4018
231,openb-pod-1205,0,220,inf,25700.0,48723,67501
232,openb-pod-1105,0,220,inf,14230.0,20109,35024
233,openb-pod-1868,0,320,inf,3772.0,7287,9633
234,openb-pod-6009,0,650,inf,2530.0,4159,6678
235,openb-pod-6411,0,470,inf,10823.0,17383,27079
236,openb-pod-4296,0,810,inf,109582.0,179959,276833
237,openb-pod-3785,0,320,inf,10658.0,20632,26381
238,openb-pod-6462,0,460,inf,1049.0,2005,2528
239,openb-pod-1323,0,320,inf,7443.0,12852,18620
240,openb-pod-5113,0,470,inf,2847.0,4397,7560
241,openb-pod-4144,0,320,inf,25901.0,44948,67881
242,openb-pod-3602,0,460,2730.0,1379.0,2650,3328
243,openb-pod-7414,0,320,inf,2324.0,4575,5701
244,openb-pod-3322,0,470,inf,2479.0,4611,6164
245,openb-pod-7574,0,470,inf,11356.0,20382,29783
246,openb-pod-5857,0,810,inf,79992.0,123683,195816
247,openb-pod-2617,0,460,inf,1528.0,2398,3905
248,openb-pod-5214,0,320,inf,1126.0,1612,2917
249,openb-pod-7903,0,810,inf,62517.0,111402,162518
250,openb-pod-6326,0,320,inf,3772.0,5336,9121
251,openb-pod-5856,0,320,inf,5160.0,8679,12439
252,openb-pod-4118,0,650,inf,2120.0,3744,5434
253,openb-pod-2490,0,460,inf,2219.0,3318,5697
254,openb-pod-4272,0,220,11122.0,3877.0,5629,9477
255,openb-pod-6505,0,650,inf,2227.0,3796,5397
256,openb-pod-2658,0,220,inf,2026.0,2981,5079
257,openb-pod-2933,0,650,inf,2506.0,4735,6434
258,openb-pod-7160,0,460,inf,3299.0,5128,8671
259,openb-pod-4344,0,320,inf,19302.0,33284,49084
260,openb-pod-4956,0,470,inf,3238836.0,6112098,8555043
261,openb-pod-5048,0,320,inf,4589.0,7695,11966
262,openb-pod-7502,0,480,inf,5365.0,8432,13837
263,openb-pod-3398,0,320,inf,3772.0,6479,9097
264,openb-pod-4271,0,470,69950.0,23731.0,46394,60937
265,openb-pod-2243,0,320,inf,23299.0,34137,57622
266,openb-pod-7104,0,470,inf,4058.0,7200,9766
267,openb-pod-7351,0,470,inf,1213.0,2084,2998
268,openb-pod-3875,0,320,3567.0,1308.0,2568,3313
269,openb-pod-1232,0,320,inf,1050.0,1523,2536
270,openb-pod-4064,0,220,inf,11677.0,18580,29362
271,openb-pod-4489,0,810,inf,46608.0,71496,115701
272,openb-pod-2643,0,220,inf,14192.0,25046,36871
273,openb-pod-4761,0,220,inf,4554.0,8853,11287
274,openb-pod-3489,0,320,inf,4939.0,7903,12695
275,openb-pod-5835,0,460,inf,982167.0,1959187,2409056
276,openb-pod-4194,0,460,inf,12475899.0,22164311,31486233
277,openb-pod-2039,0,470,inf,10618.0,17678,26614
278,openb-pod-7540,0,470,inf,6630.0,9972,15996
279,openb-pod-4038,0,220,inf,14230.0,20842,35112
280,openb-pod-4185,0,460,inf,982167.0,1653935,2455767
281,openb-pod-3279,0,470,inf,2828.0,4689,7328
282,openb-pod-3923,0,320,inf,2492.0,3885,6270
283,openb-pod-5534,0,320,inf,23843.0,45320,57283
284,openb-pod-4615,0,470,inf,1967.0,3277,4803
285,openb-pod-6127,0,650,inf,2557.0,5059,6308
286,openb-pod-1905,0,320,inf,2323.0,3459,5782
287,openb-pod-1430,0,230,inf,1095.0,2081,2708
288,openb-pod-3224,0,320,inf,27408.0,51785,67298
289,openb-pod-7832,0,220,inf,2755.0,4183,7228
290,openb-pod-6598,0,330,inf,55746.0,110309,145048
291,openb-pod-1678,0,220,inf,2026.0,3531,5276
292,openb-pod-2086,0,320,inf,1456.0,2618,3669
293,openb-pod-3464,0,160,inf,3614.0,6648,8960
294,openb-pod-2071,0,320,inf,15235.0,24182,39127
295,openb-pod-5779,0,320,inf,10597.0,20235,26046
296,openb-pod-1690,0,460,inf,1018.0,1438,2628
297,openb-pod-2864,0,460,inf,1741.0,3066,4313
298,openb-pod-4360,0,470,inf,3752.0,6322,9366
299,openb-pod-2058,0,470,inf,2995.0,4898,7853
300,openb-pod-3782,0,470,inf,5708.0,9310,14146
301,openb-pod-5044,0,320,inf,5091.0,7675,13510
302,openb-pod-4024,0,320,inf,4916.0,7604,12228
303,openb-pod-3095,0,320,inf,31053.0,61389,75309
304,openb-pod-2082,0,650,inf,1132.0,2053,2725
305,openb-pod-5594,0,460,inf,25860.0,47391,63792
306,openb-pod-3103,0,650,inf,1138.0,1652,2953
307,openb-pod-4005,0,470,inf,3770.0,5455,9495
308,openb-pod-5532,0,470,inf,3661.0,5506,9305
309,openb-pod-3323,0,320,inf,4506.0,8744,11765
310,openb-pod-4678,0,470,inf,4468.0,7720,11768
311,openb-pod-5768,0,460,inf,14699.0,25020,37737
312,openb-pod-2638,0,650,inf,2227.0,3383,5353
313,openb-pod-2311,0,220,inf,9036.0,14021,22605
314,openb-pod-3438,0,320,30271.0,14776.0,24902,35681
315,openb-pod-1230,0,650,inf,1384.0,2710,3423
316,openb-pod-6221,0,470,inf,4494.0,7879,11062
317,openb-pod-7524,0,160,inf,2879.0,4645,7414
318,openb-pod-3760,0,650,inf,2490.0,4269,6621
319,openb-pod-1568,0,160,inf,22260.0,35673,54564
320,openb-pod-1454,0,460,inf,1499.0,2977,3738
321,openb-pod-3905,0,470,3126.0,1109.0,2004,2788
322,openb-pod-1815,0,160,inf,3036.0,4714,8059
323,openb-pod-5193,0,320,10315.0,3772.0,6173,9961
324,openb-pod-6990,0,460,inf,2401.0,4244,6309
325,openb-pod-7677,0,220,inf,72698.0,135336,186704
326,openb-pod-7060,0,220,inf,11398.0,19815,29797
327,openb-pod-3463,0,470,inf,2366.0,3764,6129
328,openb-pod-7131,0,320,inf,25559.0,36378,63360
329,openb-pod-7519,0,810,inf,109582.0,179852,288151
330,openb-pod-2290,0,320,inf,3240.0,5880,7822
331,openb-pod-5820,0,470,inf,1542.0,3009,3979
332,openb-pod-3347,0,460,inf,16619.0,28742,41907
333,openb-pod-2961,0,460,inf,1499.0,2648,3866
334,openb-pod-1530,0,470,inf,3843.0,6055,9575
335,openb-pod-1592,0,160,12237.0,4445.0,7791,11438
336,openb-pod-6468,0,160,inf,1411.0,2799,3555
337,openb-pod-7390,0,810,inf,22297.0,33048,54663
338,openb-pod-6450,0,470,inf,4572.0,7020,11061
339,openb-pod-4602,0,330,inf,7231.0,10642,17758
340,openb-pod-5362,0,320,inf,5613.0,9931,14026
341,openb-pod-5462,0,160,inf,5868.0,8285,14121
342,openb-pod-6422,0,320,17313.0,10811.0,20601,27321
343,openb-pod-6012,0,220,inf,7240.0,10571,18351
344,openb-pod-1177,0,320,3863.0,2096.0,3228,5355
345,openb-pod-5569,0,470,inf,1182.0,1954,2978
346,openb-pod-5260,0,320,inf,6439.0,11849,16694
347,openb-pod-2951,0,320,inf,1578.0,2626,3909
348,openb-pod-1267,0,160,inf,1302.0,2581,3258
349,openb-pod-2281,0,470,inf,3636.0,6634,9098
350,openb-pod-7818,0,160,inf,2036.0,2991,5370
351,openb-pod-5240,0,650,inf,2490.0,4558,6329
352,openb-pod-7321,0,320,inf,7443.0,10493,18149
353,openb-pod-3192,0,110,inf,9059.0,17267,23422
354,openb-pod-6709,0,330,inf,18162.0,36021,44603
355,openb-pod-7394,0,320,7565.0,5492.0,10339,13813
356,openb-pod-6695,0,650,inf,1598.0,2341,3837
357,openb-pod-2099,0,460,inf,1766.0,3499,4374
358,openb-pod-7409,0,650,inf,2506.0,4472,6206
359,openb-pod-5332,0,650,inf,13079.0,25383,32449
360,openb-pod-7741,0,320,inf,6427.0,10155,15852
361,openb-pod-6069,0,230,inf,3578.0,6012,8755
362,openb-pod-4591,0,320,inf,20489.0,37505,54135
363,openb-pod-4149,0,650,inf,1190.0,2093,2981
364,openb-pod-7062,0,460,inf,25439.0,44157,64372
365,openb-pod-1774,0,650,inf,1217.0,2084,3114
366,openb-pod-5816,0,650,inf,1281.0,1962,3373
367,openb-pod-8049,0,810,inf,74653.0,111453,185743
368,openb-pod-6166,0,320,inf,6427.0,9307,16343
369,openb-pod-2977,0,650,inf,1190.0,2136,3062
370,openb-pod-5151,0,650,inf,1772.0,3424,4601
371,openb-pod-2450,0,470,inf,1796.0,3088,4690
372,openb-pod-2873,0,220,inf,4296.0,7189,10719
373,openb-pod-4409,0,650,5559.0,2456.0,4702,6283
374,openb-pod-6352,0,650,inf,1451.0,2613,3605
375,openb-pod-5718,0,110,inf,4342.0,6158,10499
376,openb-pod-5865,0,320,4934.0,1723.0,2504,4526
377,openb-pod-6235,0,480,inf,7685.0,11478,19903
378,openb-pod-2845,0,320,inf,18457.0,35294,48990
379,openb-pod-3696,0,110,inf,8363.0,14782,20929
380,openb-pod-7850,0,320,inf,4916.0,8240,11875
381,openb-pod-4899,0,320,inf,1209.0,1887,2924
382,openb-pod-1864,0,470,inf,3238910.0,5650371,7868184
383,openb-pod-2855,0,470,inf,3290.0,6520,8708
384,openb-pod-1510,0,320,65362.0,25901.0,43150,68859
385,openb-pod-5843,0,320,inf,5641.0,8925,13576
386,openb-pod-7030,0,470,inf,2366.0,4572,6171
387,openb-pod-1243,0,320,8288.0,5641.0,9700,14518
388,openb-pod-6816,0,470,inf,37965.0,58555,96625
389,openb-pod-6690,0,320,inf,31053.0,53614,80637
390,openb-pod-7329,0,470,inf,11907.0,19959,29677
391,openb-pod-6335,0,160,inf,3024.0,5536,7304
392,openb-pod-7758,0,320,inf,19302.0,33035,46911
393,openb-pod-6706,0,220,23590.0,10228.0,16544,26241
394,openb-pod-7680,0,320,inf,2324.0,3476,5914
395,openb-pod-5076,0,470,inf,3521.0,6910,8702
396,openb-pod-3039,0,470,inf,7721.0,12716,20176
397,openb-pod-6376,0,320,inf,6443.0,9179,16162
398,openb-pod-8027,0,650,inf,1126.0,2003,2960
399,openb-pod-4171,0,810,inf,74653.0,133854,183289
400,openb-pod-2016,0,460,inf,2039.0,3066,4934
401,openb-pod-6343,0,320,inf,14929.0,21585,39406
